sentence,label
 Very professional and my consultation with Dr. Durand was excellent. Thank you.,POSITIVE
Improve your customer service. ,NEGATIVE
 [Doctor] ensure medical assessment is shared with GP for knowledge and understanding of what has been done.,NEUTRAL
Doc should ask for a medical history ,NEGATIVE
The Dr. Recommended a test that I agreed to and she wanted me to have it done same day. The day schedule was fully booked which I understand. However the referral to have the test appears to be lost and ,NEGATIVE
"A) Dint give a colleague advice that kills them.
B) Don’t effectively close up your Audiology dept while you still have clients.
C) Your staff is friendly and generally fast to respond I just no longer ",MIXED
 I really love the service/care that’s provided to the public.,POSITIVE
 Visiting [Clinic] almost feels like a day at the spa. Its professional - staff come to collect and return you after your various appointments. There are healthy food and beverage options. The care taken,POSITIVE
 Dr. [Doctor] is fantastic.,POSITIVE
 You’re doing an amazing job!!,POSITIVE
More detail on medical information ,NEGATIVE
My account shows a number of open or available appointments.  I called in 4 days ago to ask why and was told that someone would escalate the issue and get back to me. I havent heard from anyone yet. ,NEGATIVE
I didn’t find the staff was very knowledgeable.  Also the facility was beautiful and the fee was expensive.   For such a big facility they didn’t even have integration with extended health providers ,MIXED
 The service is exceptional and the physicians and other medical providers are top quality. Nobody I have interacted with are mean which you often find with other doctors or specialists. Im not sure,POSITIVE
I did not get through all my tests in the time available so either start earlier or stay open later. ,NEGATIVE
Dr. Bernstein is amazing if you could get three or four more of him that would be awesome ,POSITIVE
 I have never been so well taken care of in terms of my health - Kurt my trainer is exceptional in terms of his superior knowledge in working around my shoulder injuries. Laurence my physiotherapist is,POSITIVE
Hire professional people . ,NEGATIVE
 I would like the option to come into the office first vs a call to them simply tell me to come in - saves time,NEGATIVE
" All my questions and inquiries attended to and answered with promptnessGives me great confidence. Was a good decision to go with [Clinic].",POSITIVE
Oakville site doesn’t have a lab. Take too long to get blood result ,NEGATIVE
 Great service and peace of mind,POSITIVE
 Great service. Review of results with Doctor is thorough.,POSITIVE
I followed the weight loss program.  I was not getting results and felt the program was not really tailored to my needs.  There were a lot of incorrect assumptions made about my situation vs a holistic ,NEGATIVE
"- the website is pretty much unusable; out-of-date info results often not uploaded at all; no possibility to upload anything; no access to doctor’s notes etc. I don’t use it anymore.
- when results of ",NEGATIVE
No medical follow up with the patient from the doctor. We pay a lot of money to have a medical follow up. I had to call to ask to speak to the doctor. The doctor just asked for blood test and did not help ,NEGATIVE
Better follow up after tests would be appreciated.  Also.when booking referrals use the info provided on questionnaires so that appointments can be made more convenient. ,NEGATIVE
It’s okay ,NEUTRAL
Not clear ,NEUTRAL
Three times I went to [Clinic] for issues I had and it felt that they were kind of just overlooked. First time I came for my knee and was told nothing was wrong. I had to go elsewhere for someone to do work ,NEGATIVE
Once I booked a doctors appointment and was instead scheduled for an annual health assessment. I had Covid and called the day before the appointment where I was then informed I was scheduled for an annual ,NEGATIVE
 Happy with the responsiveness of your team.,POSITIVE
Please don’t force answers ,NEGATIVE
" This is not meant to be a complaint just feedback as requested: Last year I was sick and could not make a physio appointment. Within a few minutes of notifying [Clinic] my card was charged for the missed",NEGATIVE
 [Clinic] is an insurance policy for me. I have a great doc ([Doctor]) and quick access for any needed referrals.,POSITIVE
 all good,POSITIVE
"Increased efficiency in office- less delays between tests

Reduce cost ",MIXED
 Tanya and your receptionist were welcoming and really great,POSITIVE
Thorough review of all test results and discuss future actions to aid/improve situations.  Not consistent across all doctors/specialists. ,MIXED
 i really appreciate how myself and my family are treated by the team at [Clinic],POSITIVE
 Not at this time,NEUTRAL
 Would be great to get the affiliate groups example in Vancouver closer to the standard of service as is the [Doctor]ronto office.,MIXED
Although the testing and availability is extensive the results are very generic clearly copy paste. Second would be referral support multiple times I have had to follow up. ,NEGATIVE
Recently its taken forever to get results and Ive often experienced issues with the online portal.  Some components of the annual exam are not very useful (like the nutrition portion) if you have any ,NEGATIVE
" My response would be vary depending on whether the individual would need to pay out-of-pocket and what their personal financial status was at the time.Overall [Clinic] is phenomenal but admittedly would",MIXED
Having the same doctor to meet with YOY ,NEUTRAL
Stop the staff turnover ,NEGATIVE
 My overall experience have been great,POSITIVE
 Great Facility!  Fabulous health professionals! Highly recommend.,POSITIVE
 Getting a few more specialists in Collingwood,NEUTRAL
My experience was excellent with the exception of the fitness evaluation.  I found the assessor to be judgemental and he hurt my shoulder during the assessment.  Will not include fitness in my next assessment. ,MIXED
 I was really impressed. Thankful and grateful. I look forward to less travel time as you continue to grow. I got all my questions answered in one place and on the same day. I’ll continue to return regularly.,POSITIVE
 It has been over 3 weeks and I still have not heard about the results for my Mens Health check up also we requested that our results were sent to our doctor the lady said the paperwork to sign would,NEGATIVE
 I have already recommended [Clinic] to a friend.,POSITIVE
 Not much.  Everything on my one-day assessment was beautifully orchestrated and efficient.  Everybody was professional and knowledgeable.,POSITIVE
 The staff make the experience. Everyone contributes to the overall smooth operations of the day.,POSITIVE
Experience was good. ,POSITIVE
I felt like my last experience was in and out. My doctor said she would send me for a referral to a dermatologist to check on some spots but I never recd the referral. When I called to inquire I was told ,NEGATIVE
Clinic outside of Downtown (Vaughan/[Doctor]rkham/Newmarket ect) ,NEUTRAL
 Men’s washroom not clean at end of day.,NEGATIVE
 You feel heard and valued when dealing with [Clinic].,POSITIVE
 What happen to having the salads with salmon,NEGATIVE
The experience is great.  It is expensive however and not all my friends or acquaintances can afford it. ,MIXED
"Faster referrals to diagnostic procedures
More on-site services and more time slots at the Oakville location 
Better specialists (some of the specialists we were referred to seem to were the type that ",NEGATIVE
 Have already referred a friend who booked an appointment,POSITIVE
 Im so thankful.,POSITIVE
 Keep with the program it works for me,POSITIVE
 It would be better if everyone at [Clinic] facilities wore masks or respirators to limit the spread of airborne diseases. HEPA filters in the offices and waiting areas would also be appreciated.,NEGATIVE
 Working with Leslie was such a pleasure!  I am so happy with the results and wouldn’t hesitate to recommend this process to anyone!,POSITIVE
 Great staff and experience.,POSITIVE
you cant Im no longer a customer ,NEGATIVE
 Greatly appreciate your immediate response to refills on medications.  Hope our doctor or pharmacy approved them and will shipped asap.  Thank you,POSITIVE
 Great staff that made the experience very enjoyable! Thank you for being so patient and kind it truly makes a difference,POSITIVE
booking applications need to improve and review of the overall cost ,NEGATIVE
Unsure of details of my plan; follow up care? Complete physical exam?? ,NEGATIVE
I have been a patient of [Clinic] for  15 or so years. I have recently encountered several issues with [Clinic] that I havent experienced in the past. I would like to set up a  call to discuss. Please email ,NEGATIVE
"Two years in a row at my annual assessment I asked for referrals to your weight loss program.  Not one follow up... 

I ultimately went to a competitor for that service. ",NEGATIVE
 It’s wonderful to get appointments so quickly and to have a nurse follow up promptly with any test results.,POSITIVE
 Very satisfied- dedicated/courteous/professional group,POSITIVE
Offering reduce pricing ,NEUTRAL
"“Out of concerns for your safety and the safety of the representatives.” - Peter Nod

My behaviors were absolutely okay. 
My behaviours NEVER needed intervention from [Doctor]ronto Police. How dare you [Clinic] ",NEGATIVE
Doctor [Doctor] is superb in every way. No complaints. I do feel that [Clinic] overcharges for a number of things like dermatology. I feel it has lost a lot of the feeling that its’ aim is to provide personal ,MIXED
 I referred my mother and husband to [Clinic].,NEUTRAL
Cant think of anything ;-) ,POSITIVE
Better scheduling of appointments for annual medical.  Last year it took 7 hours and I did not finish all of the testing stations. Lack of continuity of care by reviewing physicians has resulted in unnecessary ,NEGATIVE
I think the service is great ,POSITIVE
Went to have some moles checked as per my doctors recommendation. Doctor (dermatologist) instead didnt even bother look at my moles and dismissed my concerns. He instead suggested I receive botox injections ,NEGATIVE
"Dr moved with no notice year wait to see at different clinic

Was charged for a mole removal over $300 only to have it turn out to be a wart which I thought. 

Prioritizing beauty over healthcare very ",NEGATIVE
My experience has been excellent ,POSITIVE
 Thank you for giving great care to our family!!!,POSITIVE
Ive had 2 changes in my primary care physician since I joined less than I year ago. Additionally there has been poor communication on follow up from tests. ,NEGATIVE
Employ better management ,NEGATIVE
Its very disappointing.  [Clinic] used to be top notch really great care and thorough. Worth the money for sure.  Now doctors are very superficial mine didnt even review my history.  I had to tell her ,NEGATIVE
Not sure. ,NEUTRAL
There was one doctor who did not give my problem the time and  attention I needed. ,NEGATIVE
Perhaps a lower-cost and faster program for younger healthier people ,MIXED
follow up on tests and appointments ,NEUTRAL
 Great service. Quite a fast process for the annual check-up. The only one that was not as good was the fitness session.,MIXED
" Great service provided by your Team.Thank you.",POSITIVE
"-Im struggling right now to justify spending 3.5k per year on a dedicated care plan that does not seem to be great value for money. Why? See below:
-When I had test results I used to get an email from ",NEGATIVE
more detailed suggestions on health issues they are not major but are annoying and by addressing could improve the quality of life. ,MIXED
It’s a better choice to have a quick appointment with the specialist doctors highly recommended!! ,POSITIVE
 I love [Clinic] and the service I receive. Yes its extra money but well spent. I love my Dr and my dedicated nurse. would highly recommend to everyone,POSITIVE
Keep to the schedule and have history on patients. Genetic testing not current on upcoming developments. ,NEGATIVE
" very professional and polite team all around. Facilities are immaculate and well maintained.I do appreciate that the food and supplies are eco-friendly. It is disappointing that everything just gets",MIXED
 great staff! great service!,POSITIVE
deliver on additional services ,NEUTRAL
no suggestion ,NEUTRAL
More detailed tests. ,NEUTRAL
 Dr [Doctor]sroor is a great GP and is an instrumental part of my health care team.  He gives good common sense advice and is not a pill pusher.  The fact we can contact [Clinic] and his services is invaluable,POSITIVE
my full day health assessment was not coordinated very well.   sometimes i waited 5 minutes for the next ----doctor---- sometimes i waited 45 minutes and the doctor still had not showed.  i had to walk ,NEGATIVE
 Not at this time,NEUTRAL
1. Dont charge so much for extra services. Your primary approach should be one of health care not upselling on unecessary medical procedures. 2. If additional diagnostics or other services are warranted ,NEGATIVE
 I wish they were closer to my home,NEUTRAL
Some confusion in admin where calls for my husband come to my phone. ,NEGATIVE
 I really dont have any suggestion or feedback because your doctors are happy to recommend specialist doctors to look after me when my health has some particular problems. I am particularly happy with,POSITIVE
 You prep package needs a serious overhaul. It should be populated with information already in your files (drugs family history previous medical conditions etc .) I tried to put in my family bio history,NEGATIVE
 This is my 3rd annual assessment and this was the best yet.,POSITIVE
 I feel privileged to be able to have access to [Clinic].  Information is power.,POSITIVE
Your customer service has declined ,NEGATIVE
 Great service - having been using since 1989,POSITIVE
Service and setup is great. Doctors do sometimes push back on subscriptions or further research when you have a scheduled call. I understand it needs to be sensible but you end up going to a local doctor ,MIXED
More doctors ,NEGATIVE
My family purchased a membership for one year. During that time I developed alarming patches all over my body. I saw a dermatologist at your downtown location. I was informed that he was the head of the ,NEUTRAL
" Great to have everything done in approximately 5 hours. Professional helpful service.Thank you.",POSITIVE
Phy[Doctor] be able to speak with the personalized physician in a reasonable time will be beneficial ,NEGATIVE
 Staff and Dr. Treat you with respect and work with you.,POSITIVE
Never followed through on referrals. ,NEGATIVE
I wanted to come in for severe stomach pain and was told they only do ultrasounds at assessment and do not use machines for year round visit. ,NEGATIVE
When I first started with [Clinic] for dedicated care I received excellent care. Appointments were readily available with my doctor and had a dedicated nurse whom I could reach easily. But over time appointments ,MIXED
 We love the amazing service you give us. Everyone is always so kind and respectful.,POSITIVE
Experience with last practitioner felt very impersonal. She didn’t want to refer me to a gynaecologist when I asked for a referral and I asked to learn more about dedicated care and she said someone would ,NEGATIVE
Process/office feels a bit outdated. Also online platform is not entirely mobile friendly which makes checking results etc on the go difficult. Doctors and amenities are great but offices/treatment rooms ,MIXED
 I am very grateful to [Clinic].  Through my annual assessment they identified stage 2 invasive lobular carcinoma (breast cancer) at age 43 without any indicators or family history.  The doctors and referral,POSITIVE
Shorter wait times on the phone ,NEGATIVE
Need a more user friendly system for booking - the website is not user friendly and easy to navigate and the system to call in to book same day appointments by phone is cumbersome and requires follow up. ,NEGATIVE
 Exceptional patient-focused care. Each interaction from the individual who answers the phone to the individual who books the appointment to the very short wait time to speak with a Doctor and talking,POSITIVE
[Doctor]o expensive ,NEGATIVE
"Improve antiquated systems 
Consider an app
Better traffic control with annual assessments ",NEGATIVE
Be more adaptable to what ails me rather than checking off a bunch of boxes.  For example if my primary concern is a potential hole in my tendon but you only do ultrasounds on organs that is not helpful. ,NEGATIVE
 Staff are very nice,POSITIVE
 So happy to have this service and so grateful i can afford it…,POSITIVE
More affordable rates ,POSITIVE
 Everything runs smoothly,POSITIVE
 A discount on weight management for current year round care and assessment clients would be appreciated. It’s a barrier.,NEGATIVE
Better communication from your administration department. Do not appreciate being charged twice for annual assessment and delay in receiving a refund. ,NEGATIVE
 We love the staff and their personal attention to detail.,POSITIVE
The initial assessment was great but found that certain interactions with doctors were not the best experience (eg. primary doctor dermatologist vaccination as examples). ,MIXED
More pre-counselling on what to expect in tests and services offered. ,NEGATIVE
I was disappointed with my overall experience at [Clinic]. My primary concern was the insufficient one-on-one time with the doctor. I had expected a more personalized consultation allowing for a thorough ,NEGATIVE
" Service is very professional courteous and timely.My only criticism would be that the client portal for test results etc. isnt maintained on a timely basis.  As a result I keep my own separate electronic",MIXED
 I really enjoy my personal training from David O’Brien.,POSITIVE
"Going down for the assessment was fine.
The follow up and asking for different things also trying to get the info to my family doctor never  happened and was asked for several times. My wife also had ",NEGATIVE
You cant ,NEUTRAL
reduce price ,NEGATIVE
 I wish you were nation wide,POSITIVE
Go back to being a nice friendly place ,NEGATIVE
Has become busy/crowded and very impersonal ,NEGATIVE
 My experience at the Oakville location was not as pleasurable as the downtown location.  The staff was fantastic in all areas and stations.  But the wait time (between stations and overall) was far longer,MIXED
" Usually downtown…excellent service At Oakville today…very happyFemale physio and massage therapist at the Oakville site would be great",POSITIVE
 My son is also a patient at [Clinic] and is dealing g with recurring digestive issues.  He was given several tests which came back negative.  I am hopeful [Clinic] will work with Konrad until the [Clinic] team,NEUTRAL
"1.  Web UX is very very dated.  Feels circa 2004.  For a premium service this is odd.
2.  Provide a spousal discount.  It seems to me that youd want all of us to have our spouses on the program.  There ",NEGATIVE
"better communication among departments
no up selling ",NEGATIVE
 I have already sent one of my sons who joined last spring. As well as 4 friends.,POSITIVE
 Very professional.   Quick and easy visits,POSITIVE
" [Doctor]ybe just a better feedback of my results  the first visit was fabulous .   Thank you     I will be back ",MIXED
I had some issues with tests not being completed as described and a lack of clear communication. It should be easier to connect with a person that can look into questions and get back to you. ,NEGATIVE
No follow up response from refine team. Hard to get a hold of someone when it comes to appointments all team members should be able to assist not specific people in the referral team. ,NEGATIVE
Not applicable ,NEUTRAL
" I would like to set up an appointment with Dr [Doctor]klin my # is 647 546 9321 Name.   Sharon Lounds",NEUTRAL
 Fast service & Dedicated staff & Weekend phone call service are also a great experience to me. When my eyes were in pain on Sunday morning(January 21st) I was able to get an instruction.,POSITIVE
If possible reduce time spent for the duration of the tests. ,NEGATIVE
more personalized and less of a drive thru feel ,NEGATIVE
 Great service and very friendly staff.,POSITIVE
 I always appreciate the attention and customer service approach you bring to your programs.,POSITIVE
Get better doctors  a colleague  who stage 3 bladder cancer was never diagnosed at [Clinic].  He was a regular . Experts in two countries could not believe he was not diagnosed. I have no faith in your ,NEGATIVE
Everything was fine ,NEUTRAL
While masking in a medical facility is not mandated it is a smart thing to do.   Study after study shows that long covid is a risk after even a mild Covid infection and is associated with cognitive ,NEUTRAL
 My technician taking blood was exceptional!! Comfortable knowledgeable and just an overall amazing experience. My technician performing my mammogram was also wonderful making what is far from an easy,POSITIVE
 great team,POSITIVE
 Please keep the good work going .,POSITIVE
I had some optional tests/examinations and would appreciate a follow-up conversation with my physician. ,NEUTRAL
" Very efficient and friendly staff on the phone and at reception!Dr. King is the consummate professional and inspires confidence.",POSITIVE
You make a lot of tests however gloss over the relavence of them ,NEGATIVE
 I like the personalized service..  looking forward to dedicated care,POSITIVE
Sharing test results and visit details with my primary care GP could be smoother. Results were not shared despite my request on several occasions in the past ,NEGATIVE
 If I try hard to think of something it is that you dont have any parking for an F150 at the [Doctor]ronto location.  The parking is too short.  Lots of us drive trucks. [Doctor]ybe an option for a truck or two somewhere,NEGATIVE
 Not at this time.  Worked out well for me.  However my husband had to wait over a year for a referral to a neurologist.  nb,MIXED
The service has become quite expensive lately for the value it brings so surely not for everyone. The cross selling of ancillary diagnostic services should be contained. You get the feeling for the amount ,NEGATIVE
Pricing is too high and goes up each year without notice.  There are other competitors and I am reviewing. ,NEGATIVE
 The doctors at [Clinic] have saved my life. In August of 2020 they referred me to a surgeon and within 4 months an acinic cell carcinoma was removed. Since this problem was diagnosed early by [Clinic] I didn,POSITIVE
larger offering in Oakville ,NEUTRAL
 I recently had an appointment with your clinic that unfortunately left me feeling quite dissatisfied. I believe there is room for improvement in coordinating internal resources to enhance the overall customer,NEGATIVE
 Dr.  [Doctor] is fabulous!  10/10,POSITIVE
The written report  as to the result of our visit was not uploaded to our [Clinic] account  for more than two  weeks after our visit . ,NEGATIVE
The experience as a whole is great.  the prices have escalated to the point where one wonders if there are alternatives. ,MIXED
Go back to sending receipts for tax purposes and sending results of annual assessments. You cut services and raise prices not a good client care policy. ,NEGATIVE
 It seems that every time I am trying to see a certain of the doctors at [Clinic]- there is a kind of hesitation- almost resistance to my wish. Is it [Clinic] policy to have any of its doctors act for the,NEGATIVE
There is absolutely zero follow through when by [Clinic] for health and membership related inquiries. I called with a mental health issue. The dedicated team I am paying for were in a meeting. I had a long ,NEGATIVE
 Great annual health assessment but need to ensure that any further price increases are modest.,MIXED
 Dr. [Doctor] is great!,POSITIVE
 Our last visit was to the Oakville location and we were quite happy with Dr [Doctor] and Dr King and reception!,POSITIVE
 Very happy with the ongoing service and care,POSITIVE
 I have referred a friend who was very satisfied with the experience.,POSITIVE
My experience is good.  This is a company benefit for me.  Any recommendation would depend on cost to the friend/colleague. ,NEUTRAL
 The fitness evaluation (specifically the 5 exercises) are unrealistic and seem designed to force people to look inadequate in relation to some arbitrary standard that is impossibly high. These need to,NEGATIVE
 The  Annual Physicals are thorough and well done.  I especially appreciate the time that Dr [Doctor]clachlan spends going through my results and discussing any issues.  The facilities are always clean and the,POSITIVE
A list of pending items  based on doctors suggestions should be listed on profile assessment so we can continue to check ( off) list of necessary suggestions. Otherwise there is no follow up ,NEGATIVE
[Clinic] is great but most services can be attained through provincial health systems if individuals have time to work through the system. ,MIXED
Better website and communication ,NEGATIVE
" Goog follow up .Thank",POSITIVE
When a good returning client books a yearly visit and has specific concerns I believe you should ensure your physicians follow up and ensure your clients needs are addressed. The visit is always great. ,MIXED
I feel like the [Doctor]ronto location has a mix of team members between those who seem kind and genuinely interested in addressing my concerns vs other team members who just seemed rather miserable and uninterested. ,MIXED
I have never been to date so cannot pass judgement ,NEUTRAL
 Love the speed at which your team gets back to us,POSITIVE
Check in once in a while provide superior service to competitors make the client feel valued as it’s a private business. ,POSITIVE
 I met with Dr. [Doctor]cklin. He was highly supportive informative and was able to help me understand my medical situation so I could better execute a positive action plan.,POSITIVE
My health assessment uncoved something very serious. I only had a 10 minute discussion with the doctor and that was it. I feel like I should have been referred to a specialist but everything happened so ,NEGATIVE
Overall a good experience.  Didnt get much out of the flexibility bit would rather save the money. ,MIXED
 Id recommend making more of the standard services optional. i.e. the brief consultation with the psychologist/therapist the skin care consultant etc. These services bring little value (to some) and,NEGATIVE
Faster appointments with specialists ,POSITIVE
" Good service with actionable results recommended it to my fiancée. Will definitely be returning every couple of years at minimum.IT could be improved (limited ability to access platform on mobile broken",MIXED
My father has been coming to [Clinic] for many years now. He paid out of pocket for your services for multiple years and nothing substantial was ever flagged health-wise for him. Within the past 12 months ,NEGATIVE
Last experience was not smooth partly due to the unforeseen illness of the doctor but the follow-up scheduling and handling was poor.  The receptionist was terribly off-putting in her dealing with me ,NEGATIVE
 Great experience!  Everyone was very nice and professional,POSITIVE
Response back on inquiries.  Ive called twice for a request for a doctors note for a massage however I did not receive a response back after I was told I would. ,NEGATIVE
Communicate qualifications of fitness staff. Indicate there is an effort for continuing education for staff. ,NEGATIVE
scheduling ,NEUTRAL
Better integration with my family doctor ,NEGATIVE
My last visit I felt that I was generally pushed through each station and had insufficient time for discussion I did not get that on previous visits. Overall the idea of doing all the valuable tests ,MIXED
 The new Oakville location is fantastic. Would be nice to get more farmiliarity with the doctors in the year round practice.,MIXED
Have the Dedicated Care team for each doctor respond to that doctors patients. The current system is awful. ,NEGATIVE
 We are very fortunate to be able to receive the best medical services in Canada. Unfortunately most Canadians are part of a public medical system which is unable to provide adequate medical services to,MIXED
 The physiotherapy appointment for Judith Baker on April 2 2024 was excellent.  Very knowledge professional.,POSITIVE
 I am more comfortable having [Clinic] as my health partner than OHIP.,POSITIVE
" You provide a service that I wish could be available to all.You have helped me with managing my health immensely.Thank you",POSITIVE
 Very professional and helpful Doctors nurses and technicians.,POSITIVE
There has been many changes in nurses. You build a relationship with one and she/he is gone. Why is this? ,NEGATIVE
Experience and quality of service is excellent but pricing for retired individuals can be prohibitive. ,MIXED
Recommendation reservation is based on cost - unless a company is picking up the tab. ,NEGATIVE
Your service is too expensive for the services provided. Are you billing OHIP as well? ,NEGATIVE
Pause for a minute of silence on November 11th at 11:00 o’clock ,NEUTRAL
 Love the Collingwood location!,POSITIVE
dont oversell products Id really need versus the less costly option ,NEGATIVE
Reduce year round care cost. I was paying $700 just a few years ago and now its ballooned. ,NEGATIVE
 Excellent on prevention care,POSITIVE
response is slow and many emails to request appoinments ,NEGATIVE
Reduce cost for services ,NEGATIVE
It would be great if charts with test results were all kept up to date and we had access to the notes and results. ,NEGATIVE
Year round help is not very efficient  though my most recent experience was very good ,MIXED
 It seems to me that since Covid the physical exam is not as thorough as it once was.  For instance my doctor would visually inspect my entire body for skin cancer.  This is not done anymore.  There are,NEGATIVE
My experience was not entirely bad. Just delayed.  My assigned Physician was spectacular as were the team of doctors assessing my health. [Clinic] could not complete my full annual assessment the day of ,MIXED
 Thankful for the team at [Clinic] and the fast turnover of results. I was able to find out within 6 weeks that I carried a genetic mutation and completed my preventative surgery plus reconstruction before,POSITIVE
 I am happy with the service. Sometimes it seems like the admin systems are not connected in the most effective way.,MIXED
 Service is top notch,POSITIVE
" We have a good service.Our Dr listens very well.Thank you.Gisele.",POSITIVE
 Thankful to have [Clinic],POSITIVE
I guess I would have expected to get more emails or information on the latest cutting edge medical trends and how [Clinic] can facilitate them.  Rapamyicin stem cells PRP Dutch test shock wave etc. ,NEGATIVE
 [Clinic] has been very efficient and helpful to me and my wife.,POSITIVE
"Timely appointments and courteous staff/doctors is the big reason.

Small point: it would be more efficient for all to be able to change payment method online without having to call in. ",MIXED
 Great facilities and great service.,POSITIVE
 Im thankful that this service exists and I can use it,POSITIVE
 Always looked after from the welcoming staff to all the medical specialists.  Its a really great place to be cared for.,POSITIVE
Please ensure that inexperienced technicians who are still in training are not assigned to perform ultrasound examinations on patients who pay substantial fees. ,NEGATIVE
" I am so pleased with my experience with [Clinic] and especially your new Oakville location.  Every doctor I have met / spoken with has been exceptionally helpful.Appointments run on time and referrals",POSITIVE
Get out of business. You keep spamming me even though I am no longer your customer and every time I get something from you I unsubscribe from all communications. You are incompetent idiots you never ,NEGATIVE
dont like how they upsell you services upon arrival without seeing a DR first ,NEGATIVE
Full womens health services as part of annual exam. ,POSITIVE
Access to care at short notice is difficult to receive at best despite an expensive membership fee.  Appointments are almost never available.  [Doctor]ny of the tests are at an additional cost or they need ,NEGATIVE
I would recommend to those with corporate funding but it is pricy if need to pay out of pocket. ,MIXED
 Enjoy the [Clinic] experience. Very professional.,POSITIVE
Price ,NEUTRAL
 I would like to thank Dr. [Doctor] and the AHA team. Very professional knowledgeable and do care.,POSITIVE
Cost structuring is too expensive for the service level especially annual health check-up record keeping is weak and there is no proactive contact to show how to structure membership eg family plan ,NEGATIVE
 I have always been satisfied and had my health support objectives realized,POSITIVE
 My experiences with [Clinic] over many years of being cared for by the organization have always been excellent ... the staff the physicians the facilities the care are all absolutely top notch!,POSITIVE
Work in CYA..More and more is expected of psychometrists. I have worked at CYA since the start of the program and responsibilities continue to increase and pay has budged minimally and only after much ,NEGATIVE
 None at the moment. However I would like to set up my next appointment in September if possible.,NEUTRAL
Cost ,NEUTRAL
 The annual physical has become a grind compared to its former efficiency.  However its comprehensive nature and the fact you can get an actual physical makes the investment worthwhile.,MIXED
great service and convenience is a big motivator for me but it is very expensive; ,MIXED
Need to do better patient followup in terms of bookings ,NEGATIVE
"Over the years it has lost the personal approach .
. Technicians are very good .Follow up not good. ",MIXED
 Excellent communication system with patients fantastic and very methodical day at [Clinic] and extremely good follow up to all potential issues. I have used the virtual appointment system several times,POSITIVE
less waiting less selling.  follow up is not great on appointments ,MIXED
[Doctor] aggressive with the upsells ,NEGATIVE
After 2 weeks 2 phone calls and 4 emails I still dont have an answer to my question about getting a required vaccination booster - I have been an annual physical customer for years but am very disappointed ,NEGATIVE
 I really appreciate the immediate access I get to have a consult with my dedicated care doctor generally within 1 or 2 days of my call. Also you are great in organizing referrals to specialists as needed.,POSITIVE
"I have been coming to [Clinic] for almost 20 years for annual health assessment and for the last few years also using the year around health care. 
What I have seen with the Annual Health Assessment is that ",NEUTRAL
Diagnostic equipment outdated and not sure it can be trusted. Medicine 2.0 - not up to date with longevity breakthroughs in holistic medicine. ,NEGATIVE
"- complete all tests required SAME day as advertised
- there are women’s health/hormonal clinics all over north america and beyond. [Clinic] doctors attitude ‘the college does not endorse’
is antiquated ",MIXED
"I originally came to [Clinic] for an annual physical which has been efficiently taken care of each year. That is still my primary need.
Over past years my needs have changed in as much as access to my home ",NEUTRAL
 Keep up the good work!,POSITIVE
 Add some equipment including CT and MRI which are very common equipment so that health assessment can be done more in-depth,NEGATIVE
 a great job is done by all,POSITIVE
 I am very pleased with the service I receive.,POSITIVE
 Keep searching for efficiencies.  The operation is impressive as it stands but there is always room for improvement.,MIXED
Following up on referrals is a shambles. ,NEGATIVE
 It is very important to me that  my contact person and doctor respond to my concerns or issues.  I feel that they are providing for me very well.,POSITIVE
 Great work by the team.  Efficient friendly and caring.,POSITIVE
 Yes. I strongly feel nobody except doctors should see a patients medical files. [Doctor]ssage  therapists have no business looking at personal patients histories or files.,NEGATIVE
 Dr [Doctor] has been great to have as a medical practitioner.,POSITIVE
Quicker referrals more attentive doctors lower fees. For the fees charged the appointments feel rushed. ,MIXED
 Sometimes the doctors dont precheck to see if lab results are in fact available.  I have had a few appts where I can access them but the doctor is not prepared,NEGATIVE
I enjoy the services provided. However many of us are not used to the private (for pay) element so you might consider the need to make the various service offerings and their associated fees more transparent. ,MIXED
 nothing at this time,NEUTRAL
Experience with annual appointment was excellent.  As a result of this a referral for further testing was recommended at a local hospital.  When I arrived for the scheduled appointment the testing couldn ,MIXED
 I have sent my friends to [Clinic] and all are very happy with the service.,POSITIVE
 Service so far has been amazing.  Thank you,POSITIVE
When one has been promised that a technical person will call me as even with your staff help I cannot enter My [Clinic] to look at my last Health Assessment records. ,NEGATIVE
 Very friendly and helpful. My daughter hates needles and they were great with her.,POSITIVE
Ive done it for 20 years and essentially the testing has not changed.  Its a good baseline but Ive heard other companies doing more catscans and genetic testing.  I know you up sell these services but ,MIXED
This is an expensive service. It is fine for younger people whose company covers it but otherwise difficult to recommend to a younger person paying out of pocket. I think your target market should be the ,NEGATIVE
quicker sign-in process - less upsell after client picks the services they wish to receive. ,MIXED
 I love your video service youve been amazing to me while undergoing stem cell therapy. Thank you!,POSITIVE
You are doing very well ,POSITIVE
 The whole experience was great. I would never do this procedure anywhere else..  thanks to the nurses and Doctor all were excellent,POSITIVE
My recent experience is that [Clinic] has grown beyond the size it needs to be in order to provide personalized caring and attentive service. The follow up is spotty at best. The wait time to book my annual ,NEGATIVE
"Summary - return to a patient-first experience 

More...As someone who has been a client of [Clinic] for over a decade Ive had ample time to observe and experience the breadth of services and care that ",MIXED
 Appreciate the care,POSITIVE
 The personal care is great.,POSITIVE
reduce $ ,NEGATIVE
"More proactive booking on referrals.
I live in Sudbury so outside of the usual referral pool however this should just result in more diligence and perseverance. ",NEGATIVE
No issues ,POSITIVE
